date,description,amount,category.name,category.parentName
2021-11-15,Qdobaaaa,-18.0,Alcohol & Bars,Food & Dining
2021-11-13,+,-12.0,Restaurants,Food & Dining
2021-11-11,Nice,-45.0,Restaurants,Food & Dining
2021-11-08,INTERNATIONAL TXN FEE 74080371312001013512425,-0.03,Service Fee,Fees & Charges
2021-11-08,GEOGUESSR PRO 74609051312000001351242,-2.99,Electronics & Software,Shopping
2021-11-07,Groceries,-145.0,Groceries,Food & Dining
2021-11-06,Feds,20.0,Income,Root
2021-11-06,Amazon,-3.99,Venmo Payment,Misc Expenses
2021-11-06,Beers,-26.0,Alcohol & Bars,Food & Dining
2021-11-06,Beer Shots,50.0,Income,Root
2021-11-06,Feds,17.0,Income,Root
2021-11-04,Amazon web services,-4.4,AWS,Misc Expenses
2021-11-02,Lee Schmalz Paid Natalie Bunde,-850.01,Venmo Payment,Misc Expenses
2021-10-31,T.I.T.S,-41.0,Restaurants,Food & Dining
2021-10-28,Funs,-22.0,Restaurants,Food & Dining
2021-10-28,No,22.0,Income,Root
2021-10-26,Doby,-22.0,Entertainment,Root
2021-10-08,GEOGUESSR PRO 74609051281000001220899,-2.99,Electronics & Software,Shopping
2021-10-08,INTERNATIONAL TXN FEE 74080371281001012208998,-0.03,Service Fee,Fees & Charges
2021-10-03,Amazon web services,-24.49,AWS,Misc Expenses
2021-09-16,Amazon,-8.0,Venmo Payment,Misc Expenses
2021-09-15,Amazon,-13.22,Venmo Payment,Misc Expenses
2021-09-12,Chipotle,-8.97,Fast Food,Food & Dining
2021-09-12,2708PEPSIVEN9147678600 24692161255100593248548,-2.25,Fast Food,Food & Dining
2021-09-08,INTERNATIONAL TXN FEE 74080371251001011343107,-0.03,Service Fee,Fees & Charges
2021-09-08,GEOGUESSR PRO 74609051251000001134310,-2.99,Electronics & Software,Shopping
2021-09-03,Amazon web services,-25.19,AWS,Misc Expenses
2021-08-29,U-Haul,-4.9,Home Services,Home
2021-08-23,2708PEPSIVEN9147678600 24692161234100523669611,-2.25,Fast Food,Food & Dining
2021-08-22,Subway,-7.59,Fast Food,Food & Dining
2021-08-15,2708PEPSIVEN9147678600 24692161226100141589233,-2.25,Fast Food,Food & Dining
2021-08-14,With A Lime,10.0,Income,Root
2021-08-14,And a lemon,-10.0,Restaurants,Food & Dining
2021-08-13,2708PEPSIVEN9147678600 24692161225100312891773,-2.25,Fast Food,Food & Dining
2021-08-08,Brunch,-40.0,Restaurants,Food & Dining
2021-08-08,INTERNATIONAL TXN FEE 74080371220001012539024,-0.03,Service Fee,Fees & Charges
2021-08-08,GEOGUESSR PRO 74609051220000001253902,-2.99,Electronics & Software,Shopping
2021-08-04,Amazon web services,-25.18,AWS,Misc Expenses
2021-08-02,Target,9.5,Income,Root
2021-07-30,3080,-128.31,Check,Uncategorized
2021-07-30,3080,-1071.69,Check,Uncategorized
2021-07-30,Ginatsix,-28.0,Entertainment,Root
2021-07-30,Amazon,-23.14,Venmo Payment,Misc Expenses
2021-07-29,Rent,826.0,Mortgage & Rent,Home
2021-07-29,Dunkin Donuts,-5.51,Coffee Shops,Food & Dining
2021-07-27,Dinner,35.0,Restaurants,Food & Dining
2021-07-26,Target,-29.81,Shopping,Root
2021-07-26,Ross,-41.87,Clothing,Shopping
2021-07-25,PC,-800.0,Financial,Root
2021-07-25,Drinks,18.5,Income,Root
2021-07-25,More Drinks,14.0,Income,Root
2021-07-25,Beer,-23.0,Alcohol & Bars,Food & Dining
2021-07-19,Kwik Trip,-43.28,Gas & Fuel,Auto & Transport
2021-07-18,Amazon,26.87,Shopping,Root
2021-07-16,Kwik Trip,-49.51,Gas & Fuel,Auto & Transport
2021-07-14,retuoray,-48.31,Restaurants,Food & Dining
2021-07-13,Car Insurance Pt,50.0,Auto Insurance,Auto & Transport
2021-07-13,Car Insurance Pt,177.5,Auto Insurance,Auto & Transport
2021-07-12,Potle,8.0,Income,Root
2021-07-12,Chipotle,-25.06,Fast Food,Food & Dining
2021-07-11,Beer,-10.0,Alcohol & Bars,Food & Dining
2021-07-11,Bernie,-30.0,Alcohol & Bars,Food & Dining
2021-07-11,Chipotle,-8.35,Fast Food,Food & Dining
2021-07-08,GEOGUESSR PRO 74609051189000001216312,-2.99,Electronics & Software,Shopping
2021-07-08,INTERNATIONAL TXN FEE 74080371189001012163121,-0.03,Service Fee,Fees & Charges
2021-07-07,Null,10.5,Income,Root
2021-07-07,Parking,92.5,Income,Root
2021-07-06,Scott,-20.0,Restaurants,Food & Dining
2021-07-06,Cortrust Bank National Association,-703.21,Mortgage & Rent,Home
2021-07-05,Taxi,-10.0,Rental Car & Taxi,Travel
2021-07-05,May-262 June-262 Brakes-32 Birthday- -75.00 Total 481,-481.0,Service & Parts,Auto & Transport
2021-07-04,taxi,-10.0,Rental Car & Taxi,Travel
2021-07-04,Nicholas Olson Paid,1000.0,Income,Root
2021-07-04,Amazon web services,-24.51,AWS,Misc Expenses
2021-06-30,Amazon,-112.89,Venmo Payment,Misc Expenses
2021-06-29,Amazon,-36.55,Venmo Payment,Misc Expenses
2021-06-29,Amazon,-26.87,Venmo Payment,Misc Expenses
2021-06-27,You Got Lucky,9.0,Income,Root
2021-06-27,All Stuffs,40.0,Income,Root
2021-06-23,Butter custard,-4.0,Charity,Gifts & Donations
2021-06-20,Lee Schmalz Paid Jack Reinhardt,-10.0,Restaurants,Food & Dining
2021-06-20,Smoke Shop,-20.0,T,Misc Expenses
2021-06-19,Eggs Bennie,24.0,Income,Root
2021-06-17,COBORN'S-DELANO 24427331167730244009093,-6.96,Groceries,Food & Dining
2021-06-13,We Bought A,160.21,Income,Root
2021-06-11,Exxon,-46.23,Gas & Fuel,Auto & Transport
2021-06-10,Renters insurance,-87.0,Home Insurance,Home
2021-06-08,INTERNATIONAL TXN FEE 74080371159001009929845,-0.03,Service Fee,Fees & Charges
2021-06-08,GEOGUESSR PRO 74609051159000000992984,-2.99,Electronics & Software,Shopping
2021-06-07,Cash,-40.0,Restaurants,Food & Dining
2021-06-06,LORD FLETCHERS 24690511156207588711857,-26.21,Restaurants,Food & Dining
2021-06-04,Amazon web services,-25.23,AWS,Misc Expenses
2021-06-03,Stellas,45.0,Income,Root
2021-06-01,TEQUILA BUTCHER AT THE C 24323001151091924000585,-16.31,Restaurants,Food & Dining
2021-05-30,Chipotle,-7.8,Fast Food,Food & Dining
2021-05-30,Yard House 8354,-37.57,Restaurants,Food & Dining
2021-05-30,Punch Bowl Social Minneapolis,-25.01,Alcohol & Bars,Food & Dining
2021-05-27,Cabin :),-45.0,Alcohol & Bars,Food & Dining
2021-05-24,Cortrust Bank National Association,-48.12,Financial,Root
2021-05-24,Subway,-6.31,Fast Food,Food & Dining
2021-05-23,Gas Pedal,10.0,Income,Root
2021-05-20,McDonald's,-6.45,Fast Food,Food & Dining
2021-05-16,Stinson Wine Beer & Spirits,-16.57,Alcohol & Bars,Food & Dining
2021-05-09,INTERNATIONAL TXN FEE 74080371129001015214916,-0.03,Service Fee,Fees & Charges
2021-05-09,GEOGUESSR PRO 74609051128000001521491,-2.99,Electronics & Software,Shopping
2021-05-04,Amazon web services,-25.32,AWS,Misc Expenses
2021-04-26,Side Bar & Grill Inc,-18.75,Restaurants,Food & Dining
2021-04-25,MGM Liquor Warehouse,-37.39,Alcohol & Bars,Food & Dining
2021-04-25,Sub,-8.0,Entertainment,Root
2021-04-25,Nigerian nightmare,-10.0,Alcohol & Bars,Food & Dining
2021-04-25,Drinks Last Night,9.0,Income,Root
2021-04-25,Pulls,-10.5,Restaurants,Food & Dining
2021-04-20,Culver's of Navarre,-9.23,Fast Food,Food & Dining
2021-04-19,Navarre Liquors,-16.49,Alcohol & Bars,Food & Dining
2021-04-18,Shell,-3.22,Gas & Fuel,Auto & Transport
2021-04-18,Culver's of Navarre,-8.15,Fast Food,Food & Dining
2021-04-16,Smoke Shop,-25.0,T,Misc Expenses
2021-04-15,Hey thanks,-43.0,Restaurants,Food & Dining
2021-04-14,Superamerica,-4.59,Gas & Fuel,Auto & Transport
2021-04-12,THE NARROWS SALOON 24071051101330173078110,-49.86,Alcohol & Bars,Food & Dining
2021-04-12,Superamerica,-4.59,Gas & Fuel,Auto & Transport
2021-04-10,Wide Saloon,30.0,Income,Root
2021-04-10,Sugar mama,-10.0,Food & Dining,Root
2021-04-08,Wrong Beans,27.0,Income,Root
2021-04-08,INTERNATIONAL TXN FEE 74080371098001009970785,-0.03,Service Fee,Fees & Charges
2021-04-08,GEOGUESSR * TRIAL OVER 74609051098000000997078,-2.99,Electronics & Software,Shopping
2021-04-08,TST* LAGOS TACOS EXCELSIO 24137461097300569106121,-65.1,Restaurants,Food & Dining
2021-04-04,Amazon web services,-25.54,AWS,Misc Expenses
2021-04-04,MGM Liquor Warehouse,-18.69,Alcohol & Bars,Food & Dining
2021-03-31,0.9999999999,5.0,Income,Root
2021-03-31,Culver's of Navarre,-13.84,Fast Food,Food & Dining
2021-03-21,Beer,-4.0,Alcohol & Bars,Food & Dining
2021-03-19,March,-195.0,Mortgage & Rent,Home
2021-03-19,February 195 Truck gas -68 Dad filled your car 40 Ski rental refund -25,-142.0,Utilities,Bills & Utilities
2021-03-15,Culver's of Navarre,-22.67,Fast Food,Food & Dining
2021-03-14,Chipotle,-8.06,Fast Food,Food & Dining
2021-03-10,SHULA BURGER FLL 24692161068100677994352,-12.42,Fast Food,Food & Dining
2021-03-09,NEWSLINK ST1653 24431061068838000144637,-3.39,Shopping,Root
2021-03-09,Chick-Fil-A,-10.31,Fast Food,Food & Dining
2021-03-09,Qdabo,-9.0,Restaurants,Food & Dining
2021-03-08,Lyft,-5.0,Rental Car & Taxi,Travel
2021-03-05,Quick Stop,-49.19,Gas & Fuel,Auto & Transport
2021-03-04,Amazon web services,-24.84,AWS,Misc Expenses
2021-03-04,3 SONS BREWING CO 24342851062017046784270,-31.75,Restaurants,Food & Dining
2021-03-04,Billys Tip,15.0,Income,Root
2021-03-04,Luke Skowronek Paid,69.0,Income,Root
2021-03-04,Engagement,95.0,Income,Root
2021-03-04,Josh Galkowski Paid,51.0,Income,Root
2021-03-04,First Minnesota Bank,-877.81,Transfer,Root
2021-03-04,Peepee,4.0,Income,Root
2021-03-04,Billys,102.0,Income,Root
2021-03-04,Dinner,195.0,Income,Root
2021-03-04,Dinner,56.95,Restaurants,Food & Dining
2021-03-04,Dinner,71.56,Restaurants,Food & Dining
2021-03-04,Dinner,64.0,Restaurants,Food & Dining
2021-03-04,Dinner,10.0,Restaurants,Food & Dining
2021-03-04,Res,15.0,Income,Root
2021-03-04,Jesus,4.0,Income,Root
2021-03-04,Fooooodsdss,115.0,Income,Root
2021-03-04,Short,7.0,Income,Root
2021-03-03,Uber.com,-4.0,Rental Car & Taxi,Travel
2021-03-02,Hudson News,-5.31,Newspapers & Magazines,Entertainment
2021-03-02,McDonald's,-3.06,Fast Food,Food & Dining
2021-03-01,POWDER RIDGE SKI AREA (RE 24003411059900019881983,-3.0,Restaurants,Food & Dining
2021-03-01,Target,-36.24,Shopping,Root
2021-03-01,POWDER RIDGE SKI AREA (RE 24003411059900019882700,-25.0,Restaurants,Food & Dining
2021-03-01,POWDER RIDGE SKI AREA (RE 24003411059900019883328,-12.0,Restaurants,Food & Dining
2021-03-01,Great Clips,-22.0,Hair,Personal Care
2021-02-28,Smoke Shop,-25.0,T,Misc Expenses
2021-02-28,Chipotle,-7.06,Fast Food,Food & Dining
2021-02-26,Wine & Spirits,-19.79,Alcohol & Bars,Food & Dining
2021-02-25,Delta,-29.3,Air Travel,Travel
2021-02-16,Fl House Refund,22.3,Income,Root
2021-02-16,Fl House Refund,22.3,Income,Root
2021-02-14,If we break stuff,-4.0,Alcohol & Bars,Food & Dining
2021-02-14,If we break stuff,-4.0,Alcohol & Bars,Food & Dining
2021-02-11,First Minnesota Bank,-245.34,Transfer,Root
2021-02-11,First Minnesota Bank,-245.34,Transfer,Root
2021-02-09,Amazon,-4.0,Venmo Payment,Misc Expenses
2021-02-09,Amazon,-4.0,Venmo Payment,Misc Expenses
2021-02-08,Large bowl,-4.0,Misc Expenses,Root
2021-02-08,Large bowl,-4.0,Misc Expenses,Root
2021-02-04,Amazon web services,-35.84,AWS,Misc Expenses
2021-01-31,MYTHICAL SMOKES LLC 24431061030091111000372,-22.04,T,Misc Expenses
2021-01-29,McDonald's,-8.14,Fast Food,Food & Dining
2021-01-29,Amazon,-4.21,Venmo Payment,Misc Expenses
2021-01-29,Chipotle,-9.11,Fast Food,Food & Dining
2021-01-28,Stinson Wine Beer & Spirits,-12.15,Alcohol & Bars,Food & Dining
2021-01-28,Target,-10.37,Shopping,Root
2021-01-25,Chipotle,-5.96,Fast Food,Food & Dining
2021-01-25,FARMERS GR* FARMERS GR 24492151024637026029840,-17.08,Restaurants,Food & Dining
2021-01-24,Meat Stack,10.0,Venmo Payment,Misc Expenses
2021-01-24,Champs Sports,-10.0,Venmo Payment,Misc Expenses
2021-01-24,Devastating Loss,9.65,Venmo Payment,Misc Expenses
2021-01-24,Goat Brady,5.0,Venmo Payment,Misc Expenses
2021-01-24,Holiday Stationstore,-66.93,Hide from Budgets & Trends,Root
2021-01-23,Chicagooooo,230.0,Venmo Payment,Misc Expenses
2021-01-22,Smoke Shop,-25.0,T,Misc Expenses
2021-01-20,Lee Schmalz Paid Natalie Bunde,-15.0,Venmo Payment,Misc Expenses
2021-01-20,FL house,-379.6,Venmo Payment,Misc Expenses
2021-01-17,Scotty B,8.0,Venmo Payment,Misc Expenses
2021-01-17,THANK YOU 74080371017001159364951,168.98,Hide from Budgets & Trends,Root
2021-01-17,Amazon,-11.29,Venmo Payment,Misc Expenses
2021-01-13,Holiday Stationstore,-35.9,Gas & Fuel,Auto & Transport
2021-01-13,Stinson Wine Beer & Spirits,-27.61,Alcohol & Bars,Food & Dining
2021-01-11,Wine & Spirits,-13.19,Alcohol & Bars,Food & Dining
2021-01-10,Amazon,-82.48,Venmo Payment,Misc Expenses
2021-01-10,Smoke Shop,-25.0,T,Misc Expenses
2021-01-09,Chauffeur,-10.0,Venmo Payment,Misc Expenses
2021-01-05,Holiday Stationstore,-33.26,Gas & Fuel,Auto & Transport
2021-01-05,Northern Pine,-38.86,Restaurants,Food & Dining
2021-01-03,Amazon web services,-9.22,AWS,Misc Expenses
2021-01-02,Champs Sports,-30.0,Venmo Payment,Misc Expenses
2021-01-02,Lee Schmalz Paid Natalie Bunde,-10.0,Venmo Payment,Misc Expenses
2021-01-01,Mom and dads present,-35.0,Venmo Payment,Misc Expenses
2021-01-01,Kwik Trip,-3.69,Gas & Fuel,Auto & Transport
2020-12-31,Speedway,-32.24,Gas & Fuel,Auto & Transport
2020-12-27,Oil,-42.0,Venmo Payment,Misc Expenses
2020-12-23,Lee Schmalz Paid Ben Schmalz,-52.0,Venmo Payment,Misc Expenses
2020-12-23,Amazon,-9.23,Shopping,Root
2020-12-23,Amazon,-18.38,Shopping,Root
2020-12-22,Amazon,-8.03,Shopping,Root
2020-12-22,Amazon,-70.94,Shopping,Root
2020-12-21,Scott,-10.0,Venmo Payment,Misc Expenses
2020-12-21,Chipotle,-7.8,Fast Food,Food & Dining
2020-12-20,Haagen Dazs,-3.63,Fast Food,Food & Dining
2020-12-18,Lee Schmalz Paid Natalie Bunde,-30.0,Venmo Payment,Misc Expenses
2020-12-18,Amazon web services,-13.38,AWS,Misc Expenses
2020-12-14,Wine & Spirits,-1.66,Groceries,Food & Dining
2020-12-11,Lee Schmalz Paid Brenda Schmalz,-4.0,Venmo Payment,Misc Expenses
2020-12-08,Lee Schmalz Paid Natalie Bunde,-6.0,Venmo Payment,Misc Expenses
2020-12-05,Drink Or Two,7.0,Venmo Payment,Misc Expenses
2020-12-01,Final Dont Spend,0.25,Venmo Payment,Misc Expenses
2020-12-01,Day Part,0.25,Venmo Payment,Misc Expenses
2020-12-01,Day Pt,0.25,Venmo Payment,Misc Expenses
2020-12-01,Day Pt,0.25,Venmo Payment,Misc Expenses
2020-12-01,ADAM`S GROCERY 24707800335030030568903,-20.0,T,Misc Expenses
2020-11-29,Taco Bell,-16.59,Fast Food,Food & Dining
2020-11-29,Great Clips,-21.0,Hair,Personal Care
2020-11-29,ADAM`S GROCERY 24707800332030021268755,-18.0,Groceries,Food & Dining
2020-11-29,Stinson Wine Beer & Spirits,-56.32,Alcohol & Bars,Food & Dining
2020-11-27,Holiday Stationstore,-1.72,Gas & Fuel,Auto & Transport
2020-11-23,That Fancy Stuff,10.0,Venmo Payment,Misc Expenses
2020-11-23,Target,-20.27,Shopping,Root
2020-11-23,Wine & Spirits,-17.67,Alcohol & Bars,Food & Dining
2020-11-23,Byerly's,-28.25,Groceries,Food & Dining
2020-11-23,Smoke Shop,-25.0,T,Misc Expenses
2020-11-22,Chipotle,-7.56,Fast Food,Food & Dining
2020-11-19,Lee Schmalz Paid Natalie Bunde,-18.0,Venmo Payment,Misc Expenses
2020-11-16,Drinky Poos,38.0,Venmo Payment,Misc Expenses
2020-11-15,Island City Goldies,24.0,Venmo Payment,Misc Expenses
2020-11-15,Ocean,-23.0,Venmo Payment,Misc Expenses
2020-11-15,Wine & Spirits,-77.44,Alcohol & Bars,Food & Dining
2020-11-14,Perkins,16.5,Venmo Payment,Misc Expenses
2020-11-14,Poker,-2.75,Venmo Payment,Misc Expenses
2020-11-14,Poker,-2.7,Venmo Payment,Misc Expenses
2020-11-13,Goods,10.0,Venmo Payment,Misc Expenses
2020-11-13,Beeer,20.0,Venmo Payment,Misc Expenses
2020-11-13,Thomas Ruud Paid,33.0,Venmo Payment,Misc Expenses
2020-11-13,Chipotle,-7.69,Fast Food,Food & Dining
2020-11-13,Smoke Shop,-25.0,Shopping,Root
2020-11-10,Exxon,-36.34,Gas & Fuel,Auto & Transport
2020-11-10,Exxon,-4.06,Gas & Fuel,Auto & Transport
2020-11-09,Taco Bell,-18.32,Fast Food,Food & Dining
2020-11-08,TST* THE FREEHOUSE 24137460311100170521912,-63.19,Restaurants,Food & Dining
2020-11-08,Smoke Shop,-25.0,Shopping,Root
2020-11-07,Uber.com,-7.0,Venmo Payment,Misc Expenses
2020-11-04,Amazon web services,-8.92,Electronics & Software,Shopping
2020-10-28,Exxon,-30.21,Gas & Fuel,Auto & Transport
